פירושונים
[[:מדיין (פירושונים)]]	מדיין (פירושונים)
[[:אלטה ויסטה (פירושונים)]]	אלטה ויסטה (פירושונים)
[[:אדמונטון (פירושונים)]]	אדמונטון (פירושונים)
&rlm;[[:Five]]&rlm;	Five
[[:צידון (פירושונים)]]	צידון (פירושונים)
[[:ווגל]]	ווגל
[[:פוגל]]	פוגל
[[:ניוקאסל (פירושונים)]]	ניוקאסל (פירושונים)
[[:אמבוש]]	אמבוש
[[:משמר (פירושונים)]]	משמר (פירושונים)
[[:בקרל (פירושונים)]]	בקרל (פירושונים)
[[:פאפן]]	פאפן
[[:אורניום (פירושונים)]]	אורניום (פירושונים)
[[:רבאט (פירושונים)]]	רבאט (פירושונים)
[[:גנז]]	גנז
&rlm;[[:HAL]]&rlm;	HAL
[[:הלווטיה (פירושונים)]]	הלווטיה (פירושונים)
[[:סומטרה (פירושונים)]]	סומטרה (פירושונים)
[[:סהרה (פירושונים)]]	סהרה (פירושונים)
[[:עידו (פירושונים)]]	עידו (פירושונים)
[[:דיסקו (פירושונים)]]	דיסקו (פירושונים)
[[:סינגפור (פירושונים)]]	סינגפור (פירושונים)
[[:שפע (פירושונים)]]	שפע (פירושונים)
[[:קסטר]]	קסטר
[[:רומניה (פירושונים)]]	רומניה (פירושונים)
[[:גליקמן]]	גליקמן
[[:מנהור (פירושונים)]]	מנהור (פירושונים)
[[:אנוביס (פירושונים)]]	אנוביס (פירושונים)
[[:פלוג]]	פלוג
[[:אנאפוליס (פירושונים)]]	אנאפוליס (פירושונים)
[[:נאוואחו (פירושונים)]]	נאוואחו (פירושונים)
[[:קוויבק (פירושונים)]]	קוויבק (פירושונים)
[[:קולין]]	קולין
[[:טרידנט]]	טרידנט
[[:סן אגוסטין (פירושונים)]]	סן אגוסטין (פירושונים)
[[:סובה (פירושונים)]]	סובה (פירושונים)
[[:ויילדר]]	ויילדר
[[:מערות דונחואנג (פירושונים)]]	מערות דונחואנג (פירושונים)
&rlm;[[:ERM]]&rlm;	ERM
[[:מחסוד]]	מחסוד
[[:קובלנץ (פירושונים)]]	קובלנץ (פירושונים)
[[:עמוד (פירושונים)]]	עמוד (פירושונים)
[[:אינס]]	אינס
[[:גותים (פירושונים)]]	גותים (פירושונים)
[[:יריעות שלמה]]	יריעות שלמה
[[:קידה (פירושונים)]]	קידה (פירושונים)
[[:נבוקו (פירושונים)]]	נבוקו (פירושונים)
[[:גולדן]]	גולדן
[[:מפת הגר"א]]	מפת הגר"א
[[:לורן וייסברגר]]	לורן וייסברגר
[[:סימנס (פירושונים)]]	סימנס (פירושונים)
[[:סטאלג]]	סטאלג
[[:לימה (פירושונים)]]	לימה (פירושונים)
[[:ברהמן (פירושונים)]]	ברהמן (פירושונים)
[[:רייף]]	רייף
[[:ג'בע (פירושונים)]]	ג'בע (פירושונים)
[[:בן ערובה (פירושונים)]]	בן ערובה (פירושונים)
[[:בוגדן בוגדנוביץ']]	בוגדן בוגדנוביץ'
[[:ג'רמי (פירושונים)]]	ג'רמי (פירושונים)
[[:אנגלית פשוטה]]	אנגלית פשוטה
[[:קובי מימון]]	קובי מימון
[[:ויינגרטן]]	ויינגרטן
[[:טסמניה (פירושונים)]]	טסמניה (פירושונים)
[[:לם]]	לם
[[:צב (פירושונים)]]	צב (פירושונים)
[[:פעימה]]	פעימה
[[:לינדה]]	לינדה
[[:האם (פירושונים)]]	האם (פירושונים)
[[:יוסף פרסמן]]	יוסף פרסמן
[[:טריניטי קולג' (פירושונים)]]	טריניטי קולג' (פירושונים)
[[:חוסן (פירושונים)]]	חוסן (פירושונים)
[[:פרסמן]]	פרסמן
[[:סנדוויץ' (פירושונים)]]	סנדוויץ' (פירושונים)
[[:ברון (פירושונים)]]	ברון (פירושונים)
[[:צימר (פירושונים)]]	צימר (פירושונים)
[[:מנקס (פירושונים)]]	מנקס (פירושונים)
[[:קידום]]	קידום
[[:אנטין]]	אנטין
[[:רוהר (פירושונים)]]	רוהר (פירושונים)
[[:הטרמפיסט]]	הטרמפיסט
&rlm;[[:Up]]&rlm;	Up
[[:אייגר (פירושונים)]]	אייגר (פירושונים)
[[:תקופת האבן התיכונה]]	תקופת האבן התיכונה
[[:שכבת הרשת]]	שכבת הרשת
[[:בית החולים האנגלי]]	בית החולים האנגלי
[[:גויה (פירושונים)]]	גויה (פירושונים)
[[:בית החולים הסקוטי]]	בית החולים הסקוטי
[[:סנטוס (פירושונים)]]	סנטוס (פירושונים)
[[:וייזר]]	וייזר
[[:אלן בייקר]]	אלן בייקר
[[:מרטי]]	מרטי
[[:הרוש]]	הרוש
[[:דליות]]	דליות
[[:אמא אדמה (פירושונים)]]	אמא אדמה (פירושונים)
[[:משפט היחידות]]	משפט היחידות
[[:מון בלאן (פירושונים)]]	מון בלאן (פירושונים)
[[:קומר]]	קומר
[[:היכל האמנויות היפות]]	היכל האמנויות היפות
[[:ואלה (פירושונים)]]	ואלה (פירושונים)
[[:שוקרון]]	שוקרון
[[:סומכוס (פירושונים)]]	סומכוס (פירושונים)
[[:חיבור אינטרנט טלפון]]	חיבור אינטרנט טלפון
[[:הענקה]]	הענקה
[[:ילד הזהב]]	ילד הזהב
[[:למברט]]	למברט
[[:פורמוסה]]	פורמוסה
[[:צבא לבנון (פירושונים)]]	צבא לבנון (פירושונים)
[[:מרסדס (פירושונים)]]	מרסדס (פירושונים)
[[:האו]]	האו
[[:סינקופה (פירושונים)]]	סינקופה (פירושונים)
[[:ויידמה (פירושונים)]]	ויידמה (פירושונים)
[[:דה-פריס]]	דה-פריס
[[:בותה]]	בותה
[[:מסינג]]	מסינג
[[:רימה (פירושונים)]]	רימה (פירושונים)
[[:וינקלר]]	וינקלר
[[:הרובע היהודי (פירושונים)]]	הרובע היהודי (פירושונים)
[[:ליו שיאנג (פירושונים)]]	ליו שיאנג (פירושונים)
[[:טירת צבי (פירושונים)]]	טירת צבי (פירושונים)
[[:שריקי]]	שריקי
[[:הולט]]	הולט
[[:בקסטר]]	בקסטר
[[:פלאח (פירושונים)]]	פלאח (פירושונים)
[[:ויקיפדיה (פירושונים)]]	ויקיפדיה (פירושונים)
[[:עגור (פירושונים)]]	עגור (פירושונים)
[[:הזדהות]]	הזדהות
[[:דדון]]	דדון
[[:רונדל (פירושונים)]]	רונדל (פירושונים)
[[:בלפאסט (פירושונים)]]	בלפאסט (פירושונים)
[[:ילדודס]]	ילדודס
[[:בוחבוט]]	בוחבוט
[[:אסרף]]	אסרף
[[:היפרכוס (פירושונים)]]	היפרכוס (פירושונים)
[[:גאיה (פירושונים)]]	גאיה (פירושונים)
[[:רחוב חב"ד]]	רחוב חב"ד
[[:קתדרלת קרייסט צ'רץ']]	קתדרלת קרייסט צ'רץ'
[[:דרדוויל (פירושונים)]]	דרדוויל (פירושונים)
[[:פרגוואי (פירושונים)]]	פרגוואי (פירושונים)
[[:מלמטה למעלה]]	מלמטה למעלה
[[:סנט ג'יימס (פירושונים)]]	סנט ג'יימס (פירושונים)
[[:מדולה]]	מדולה
[[:קרייסטצ'רץ' (פירושונים)]]	קרייסטצ'רץ' (פירושונים)
[[:אברהם רובינשטיין (פירושונים)]]	אברהם רובינשטיין (פירושונים)
[[:רל"א (פירושונים)]]	רל"א (פירושונים)
[[:חוק החוזים]]	חוק החוזים
[[:משפט הערך הממוצע (פירושונים)]]	משפט הערך הממוצע (פירושונים)
[[:צבי הנינג'ה (פירושונים)]]	צבי הנינג'ה (פירושונים)
[[:אורוגוואי (פירושונים)]]	אורוגוואי (פירושונים)
[[:בריגיטה הקדושה]]	בריגיטה הקדושה
[[:קונספסיון (פירושונים)]]	קונספסיון (פירושונים)
[[:אריה ניר (פירושונים)]]	אריה ניר (פירושונים)
[[:הפועל עפולה]]	הפועל עפולה
[[:פרס קפלן (פירושונים)]]	פרס קפלן (פירושונים)
[[:מודל הייזנברג]]	מודל הייזנברג
[[:צאנז]]	צאנז
[[:קרב בית חורון]]	קרב בית חורון
[[:בית רומנו]]	בית רומנו
[[:דיידונה]]	דיידונה
[[:יהדות ספרד (פירושונים)]]	יהדות ספרד (פירושונים)
[[:יובל ריבלין (פירושונים)]]	יובל ריבלין (פירושונים)
[[:בהירות (פירושונים)]]	בהירות (פירושונים)
[[:משה גת (פירושונים)]]	משה גת (פירושונים)
[[:אכילס (פירושונים)]]	אכילס (פירושונים)
[[:נובהרדוק (פירושונים)]]	נובהרדוק (פירושונים)
[[:באלי (פירושונים)]]	באלי (פירושונים)
[[:דניאל דור]]	דניאל דור
[[:גנרל (פירושונים)]]	גנרל (פירושונים)
[[:אייזיאה תומאס (פירושונים)]]	אייזיאה תומאס (פירושונים)
[[:דומברובה]]	דומברובה
[[:לואלין]]	לואלין
[[:אופקים (פירושונים)]]	אופקים (פירושונים)
[[:פטישיזם (פירושונים)]]	פטישיזם (פירושונים)
[[:כארס]]	כארס
[[:אמפיטריאון (פירושונים)]]	אמפיטריאון (פירושונים)
[[:בנגור (פירושונים)]]	בנגור (פירושונים)
[[:כלוב העליזים]]	כלוב העליזים
&rlm;[[:400 (פירושונים)]]&rlm;	400 (פירושונים)
[[:מרקוריוס (פירושונים)]]	מרקוריוס (פירושונים)
[[:אונזן (פירושונים)]]	אונזן (פירושונים)
[[:שימבארה (פירושונים)]]	שימבארה (פירושונים)
[[:לנץ]]	לנץ
[[:פלווין]]	פלווין
[[:לוטטיה (פירושונים)]]	לוטטיה (פירושונים)
[[:קים]]	קים
[[:אנשים]]	אנשים
[[:נוב (פירושונים)]]	נוב (פירושונים)
&rlm;[[:The Fall]]&rlm;	The Fall
[[:במברג (פירושונים)]]	במברג (פירושונים)
[[:קילמס]]	קילמס
[[:סלמנקה (פירושונים)]]	סלמנקה (פירושונים)
[[:דייוויס]]	דייוויס
[[:העבודה הטובה ביותר בעולם]]	העבודה הטובה ביותר בעולם
[[:דויד לוייתן]]	דויד לוייתן
[[:פיודורוב]]	פיודורוב
[[:פון בילוב]]	פון בילוב
[[:ליפניק]]	ליפניק
[[:מהו"ת]]	מהו"ת
[[:דובנה (פירושונים)]]	דובנה (פירושונים)
[[:אקסל (פירושונים)]]	אקסל (פירושונים)
[[:אורי אלון]]	אורי אלון
[[:פדרה (פירושונים)]]	פדרה (פירושונים)
[[:קוז'ניץ]]	קוז'ניץ
[[:סונדה]]	סונדה
[[:הייאשי]]	הייאשי
[[:נשורת]]	נשורת
[[:קורפוס כריסטי (פירושונים)]]	קורפוס כריסטי (פירושונים)
[[:חיים לוי]]	חיים לוי
[[:ארטמיסיון (פירושונים)]]	ארטמיסיון (פירושונים)
[[:אבו בכר (פירושונים)]]	אבו בכר (פירושונים)
[[:לימון (פירושונים)]]	לימון (פירושונים)
[[:הפלס]]	הפלס
[[:יריומנקו]]	יריומנקו
[[:גלווסטון (פירושונים)]]	גלווסטון (פירושונים)
[[:נווה מדבר (פירושונים)]]	נווה מדבר (פירושונים)
[[:בנזימן]]	בנזימן
[[:חוזה עמר]]	חוזה עמר
[[:מוזיאון קנטרברי]]	מוזיאון קנטרברי
[[:בנימין כהן]]	בנימין כהן
[[:בית השלום]]	בית השלום
[[:גוג ומגוג (פירושונים)]]	גוג ומגוג (פירושונים)
[[:כריך (פירושונים)]]	כריך (פירושונים)
[[:זופניק]]	זופניק
[[:קרב עזה (פירושונים)]]	קרב עזה (פירושונים)
[[:סולי (פירושונים)]]	סולי (פירושונים)
[[:לוע (פירושונים)]]	לוע (פירושונים)
[[:זהות (פירושונים)]]	זהות (פירושונים)
[[:כהנר]]	כהנר
[[:מאירוב]]	מאירוב
[[:לו"ז]]	לו"ז
&rlm;[[:LOC]]&rlm;	LOC
[[:יד ענוגה]]	יד ענוגה
[[:פרס זוסמן]]	פרס זוסמן
[[:הלה]]	הלה
[[:קרץ' (פירושונים)]]	קרץ' (פירושונים)
[[:דנילוביץ']]	דנילוביץ'
[[:סרוגים]]	סרוגים
[[:וינוגרדוב]]	וינוגרדוב
[[:מקאסאר (פירושונים)]]	מקאסאר (פירושונים)
[[:גזים]]	גזים
&rlm;[[:2048 (פירושונים)]]&rlm;	2048 (פירושונים)
[[:מקמהון]]	מקמהון
[[:הנסיך ג'ורג']]	הנסיך ג'ורג'
[[:גרוב (פירושונים)]]	גרוב (פירושונים)
[[:סובטסק]]	סובטסק
[[:מארינס (יחידה)]]	מארינס (יחידה)
[[:גרינוולד]]	גרינוולד
[[:הלו (פירושונים)]]	הלו (פירושונים)
[[:אנאדיר (פירושונים)]]	אנאדיר (פירושונים)
[[:מורה המורה]]	מורה המורה
[[:קוזי]]	קוזי
[[:לויאליסטים]]	לויאליסטים
[[:יוסף לוי (פירושונים)]]	יוסף לוי (פירושונים)
[[:סידון]]	סידון
[[:נוריס]]	נוריס
[[:סוף (פירושונים)]]	סוף (פירושונים)
[[:ראש ממשלת צפון אירלנד]]	ראש ממשלת צפון אירלנד
[[:בוקר טוב ישראל]]	בוקר טוב ישראל
[[:גרגורי]]	גרגורי
[[:בליס]]	בליס
[[:זגורי]]	זגורי
[[:פאט]]	פאט
[[:ראד]]	ראד
[[:ויסלה (פירושונים)]]	ויסלה (פירושונים)
[[:כוגן]]	כוגן
[[:היד של פטימה]]	היד של פטימה
[[:הלקין]]	הלקין
[[:קוגן]]	קוגן
[[:דולפינס (פירושונים)]]	דולפינס (פירושונים)
[[:קגן]]	קגן
[[:אורינוקו (פירושונים)]]	אורינוקו (פירושונים)
[[:ג'יני (פירושונים)]]	ג'יני (פירושונים)
[[:הדר יוסף (פירושונים)]]	הדר יוסף (פירושונים)
[[:מזמור חג המולד (פירושונים)]]	מזמור חג המולד (פירושונים)
[[:אליסון (פירושונים)]]	אליסון (פירושונים)
[[:צ'וקצ'י (פירושונים)]]	צ'וקצ'י (פירושונים)
[[:פופוב]]	פופוב
[[:אברהם יפה (פירושונים)]]	אברהם יפה (פירושונים)
[[:אח"י לוויתן]]	אח"י לוויתן
[[:גליציה (פירושונים)]]	גליציה (פירושונים)
[[:חומס (פירושונים)]]	חומס (פירושונים)
[[:בולבוס (פירושונים)]]	בולבוס (פירושונים)
[[:פיפס]]	פיפס
[[:עטרת צבי]]	עטרת צבי
[[:קונסטנטינובו]]	קונסטנטינובו
[[:חזית דתית]]	חזית דתית
[[:שורר]]	שורר
[[:אליפים (פירושונים)]]	אליפים (פירושונים)
[[:ונטורה]]	ונטורה
[[:סקרוג']]	סקרוג'
[[:בלט (פירושונים)]]	בלט (פירושונים)
[[:תדהר (פירושונים)]]	תדהר (פירושונים)
[[:לפין]]	לפין
[[:קרייג]]	קרייג
[[:פרידריך אדלר]]	פרידריך אדלר
[[:אלפבית (פירושונים)]]	אלפבית (פירושונים)
[[:צורף (פירושונים)]]	צורף (פירושונים)
[[:דג'אני]]	דג'אני
[[:סאניקוב]]	סאניקוב
[[:ארץ סאניקוב (פירושונים)]]	ארץ סאניקוב (פירושונים)
[[:גרטי]]	גרטי
